country;year;month;MCS;CG;volume(Kg);weight;value(EUR)
Poland;2022;9;Miscellaneous aquatic products;Other unspecified products;968073.19;Net weight;6324270.83
Poland;2022;9;Small pelagics;Mackerel;868000.75;Net weight;4242654.71
Poland;2022;9;Salmonids;Salmon;685798.12;Net weight;9559890.32
Poland;2022;9;Freshwater fish;Carp;42117.49;Net weight;238044.32
Poland;2022;9;Salmonids;Trout;498359.12;Net weight;3716288.55
Poland;2021;1;Freshwater fish;Carp;118215.82;Net weight;507211.95
Poland;2021;1;Salmonids;Trout;493614.66;Net weight;2980169.2
Poland;2021;1;Miscellaneous aquatic products;Other unspecified products;1140255.0;Net weight;6885681.01
Poland;2021;1;Small pelagics;Mackerel;1089084.38;Net weight;4346449.59
Poland;2021;1;Salmonids;Salmon;1013689.75;Net weight;1.198904655E7
Poland;2021;10;Small pelagics;Mackerel;1094911.38;Net weight;4548264.43
Poland;2021;10;Salmonids;Salmon;1001225.81;Net weight;1.125013461E7
Poland;2021;10;Freshwater fish;Carp;60338.5;Net weight;341481.24
Poland;2021;10;Salmonids;Trout;526926.38;Net weight;3327457.2
Poland;2021;10;Miscellaneous aquatic products;Other unspecified products;1108210.5;Net weight;6387945.55
Poland;2021;11;Small pelagics;Mackerel;965760.0;Net weight;4024356.44
Poland;2021;11;Salmonids;Salmon;885605.94;Net weight;1.01973715E7
Poland;2021;11;Freshwater fish;Carp;145995.91;Net weight;781007.53
Poland;2021;11;Miscellaneous aquatic products;Other unspecified products;1252112.12;Net weight;7526943.61
Poland;2021;11;Salmonids;Trout;549463.44;Net weight;3637458.03
Poland;2021;12;Salmonids;Trout;949571.62;Net weight;5881843.52
Denmark;2024;1;Small pelagics;Mackerel;33144.75;Net weight;417913.27
Denmark;2024;1;Salmonids;Trout;27891.77;Net weight;608799.65
Denmark;2024;1;Flatfish;Flounder, other;22338.13;Net weight;487229.82
Denmark;2024;1;Salmonids;Salmon;306443.44;Net weight;8529810.92
Denmark;2024;1;Groundfish;Cod;27774.17;Net weight;650848.13
Denmark;2024;1;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;25736.93;Net weight;140241.45
Denmark;2024;1;Flatfish;Halibut, other;4208.3;Net weight;171211.58
Denmark;2024;1;Flatfish;Dab;983.57;Net weight;22299.33
Denmark;2024;1;Miscellaneous aquatic products;Other unspecified products;455943.81;Net weight;7064399.62
Denmark;2024;10;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;23113.84;Net weight;97256.54
Denmark;2024;10;Flatfish;Halibut, other;4318.09;Net weight;184360.91
Denmark;2024;10;Flatfish;Dab;4277.29;Net weight;97171.39
Denmark;2024;10;Miscellaneous aquatic products;Other unspecified products;537980.25;Net weight;7205437.73
Denmark;2024;10;Salmonids;Salmon;399245.41;Net weight;1.089645583E7
Denmark;2024;10;Flatfish;Flounder, other;45702.73;Net weight;893967.29
Denmark;2024;10;Salmonids;Trout;32449.16;Net weight;752120.46
Denmark;2024;10;Small pelagics;Mackerel;33262.4;Net weight;500640.57
Denmark;2024;10;Groundfish;Cod;30883.81;Net weight;586834.36
Denmark;2024;2;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;1748.28;Net weight;3048.64
Denmark;2024;2;Flatfish;Halibut, other;6270.96;Net weight;227019.42
Denmark;2024;2;Flatfish;Dab;1849.05;Net weight;38785.84
Denmark;2024;2;Miscellaneous aquatic products;Other unspecified products;480681.0;Net weight;6702393.02
Denmark;2024;2;Salmonids;Salmon;304876.81;Net weight;8401058.08
Denmark;2024;2;Flatfish;Flounder, other;21906.27;Net weight;411694.57
Denmark;2024;2;Salmonids;Trout;20958.02;Net weight;524526.39
Denmark;2024;2;Small pelagics;Mackerel;55887.04;Net weight;614485.92
Denmark;2024;2;Groundfish;Cod;25457.16;Net weight;544596.78
Denmark;2024;3;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;15877.54;Net weight;75402.79
Denmark;2024;3;Flatfish;Halibut, other;11650.16;Net weight;529969.73
Denmark;2024;3;Flatfish;Dab;2916.11;Net weight;65596.68
Denmark;2024;3;Miscellaneous aquatic products;Other unspecified products;526082.38;Net weight;8207824.59
Denmark;2024;3;Salmonids;Salmon;427428.91;Net weight;1.185100711E7
Denmark;2024;3;Flatfish;Flounder, other;48316.64;Net weight;1132658.71
Denmark;2024;3;Salmonids;Trout;38344.33;Net weight;902086.63
Denmark;2024;3;Small pelagics;Mackerel;32588.35;Net weight;456466.81
Denmark;2024;3;Groundfish;Cod;28200.72;Net weight;576794.09
Denmark;2024;4;Flatfish;Halibut, other;3841.11;Net weight;131072.55
Denmark;2024;4;Flatfish;Dab;2306.07;Net weight;52866.27
Denmark;2024;4;Miscellaneous aquatic products;Other unspecified products;480583.09;Net weight;7194447.19
Denmark;2024;4;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;34254.62;Net weight;116447.89
Denmark;2024;4;Groundfish;Cod;29092.54;Net weight;619505.03
Denmark;2024;4;Small pelagics;Mackerel;28691.13;Net weight;447873.06
Denmark;2024;4;Salmonids;Trout;36894.64;Net weight;877193.5
Denmark;2024;4;Flatfish;Flounder, other;28430.91;Net weight;569266.42
Denmark;2024;4;Salmonids;Salmon;239799.36;Net weight;6949021.98
Denmark;2024;5;Salmonids;Salmon;309937.03;Net weight;8750017.42
Denmark;2024;5;Flatfish;Flounder, other;43025.85;Net weight;738747.76
Denmark;2024;5;Salmonids;Trout;36165.95;Net weight;822830.18
Denmark;2024;5;Small pelagics;Mackerel;33085.86;Net weight;443497.32
Denmark;2024;5;Groundfish;Cod;14292.09;Net weight;305630.48
Denmark;2024;5;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;34952.88;Net weight;148744.74
Denmark;2024;5;Flatfish;Halibut, other;6318.75;Net weight;256400.08
Denmark;2024;5;Flatfish;Dab;2771.43;Net weight;62084.4
Denmark;2024;5;Miscellaneous aquatic products;Other unspecified products;493483.72;Net weight;7459001.21
Denmark;2024;6;Miscellaneous aquatic products;Other unspecified products;468783.53;Net weight;6991850.92
Denmark;2024;6;Flatfish;Dab;4173.81;Net weight;95189.27
Denmark;2024;6;Flatfish;Halibut, other;6738.2;Net weight;234365.87
Denmark;2024;6;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;32230.7;Net weight;121422.13
Denmark;2024;6;Groundfish;Cod;19370.17;Net weight;355294.14
Denmark;2024;6;Small pelagics;Mackerel;33017.55;Net weight;490982.1
Denmark;2024;6;Salmonids;Trout;35519.0;Net weight;813091.03
Denmark;2024;6;Flatfish;Flounder, other;65975.65;Net weight;1270250.3
Denmark;2024;6;Salmonids;Salmon;304981.34;Net weight;8820615.63
Denmark;2024;7;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;21693.82;Net weight;130133.68
Denmark;2024;7;Flatfish;Halibut, other;5358.73;Net weight;239295.97
Denmark;2024;7;Flatfish;Dab;932.04;Net weight;20954.63
Denmark;2024;7;Miscellaneous aquatic products;Other unspecified products;527813.81;Net weight;7364891.03
Denmark;2024;7;Groundfish;Cod;25337.83;Net weight;473058.34
Denmark;2024;7;Small pelagics;Mackerel;44156.28;Net weight;583901.15
Denmark;2024;7;Salmonids;Trout;47276.7;Net weight;1152711.43
Denmark;2024;7;Flatfish;Flounder, other;47611.96;Net weight;888674.71
Denmark;2024;7;Salmonids;Salmon;278143.56;Net weight;8458591.61
Denmark;2024;8;Salmonids;Salmon;352214.88;Net weight;1.006436135E7
Denmark;2024;8;Flatfish;Flounder, other;62163.01;Net weight;1101756.94
Denmark;2024;8;Salmonids;Trout;40104.98;Net weight;942187.51
Denmark;2024;8;Small pelagics;Mackerel;36930.61;Net weight;537151.19
Denmark;2024;8;Groundfish;Cod;24962.2;Net weight;526830.32
Denmark;2024;8;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;6804.21;Net weight;32201.44
Denmark;2024;8;Flatfish;Halibut, other;5303.68;Net weight;192900.15
Denmark;2024;8;Flatfish;Dab;4901.56;Net weight;106840.34
Denmark;2024;8;Miscellaneous aquatic products;Other unspecified products;577721.5;Net weight;7534562.12
Denmark;2024;9;Salmonids;Salmon;384359.81;Net weight;1.026640536E7
Denmark;2024;9;Flatfish;Flounder, other;59873.13;Net weight;1009572.65
Denmark;2024;9;Salmonids;Trout;33335.36;Net weight;834528.75
Denmark;2024;9;Small pelagics;Mackerel;24165.49;Net weight;359309.79
Denmark;2024;9;Groundfish;Cod;20935.03;Net weight;438881.77
Denmark;2024;9;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;17803.89;Net weight;67375.0
Denmark;2024;9;Flatfish;Halibut, other;3542.67;Net weight;115497.48
Denmark;2024;9;Flatfish;Dab;4221.04;Net weight;92410.25
Denmark;2024;9;Miscellaneous aquatic products;Other unspecified products;611276.75;Net weight;8275307.77
Denmark;2023;1;Salmonids;Salmon;281933.13;Net weight;7561838.67
Denmark;2023;1;Flatfish;Flounder, other;33985.71;Net weight;551489.21
Denmark;2023;1;Salmonids;Trout;26426.53;Net weight;626344.65
Denmark;2023;1;Small pelagics;Mackerel;36631.95;Net weight;442586.58
Denmark;2023;1;Groundfish;Cod;22496.74;Net weight;468879.77
Denmark;2023;1;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;22483.75;Net weight;86660.64
Denmark;2023;1;Flatfish;Halibut, other;3401.0;Net weight;196695.37
Denmark;2023;1;Flatfish;Dab;843.29;Net weight;16164.56
Denmark;2023;1;Miscellaneous aquatic products;Other unspecified products;472079.88;Net weight;5484965.85
Denmark;2023;10;Miscellaneous aquatic products;Other unspecified products;528295.63;Net weight;7564773.73
Denmark;2023;10;Flatfish;Dab;661.47;Net weight;14873.43
Denmark;2023;10;Flatfish;Halibut, other;3090.08;Net weight;105743.62
Denmark;2023;10;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;17462.89;Net weight;56305.96
Denmark;2023;10;Groundfish;Cod;31145.6;Net weight;621533.58
Denmark;2023;10;Small pelagics;Mackerel;21932.09;Net weight;310912.53
Denmark;2023;10;Salmonids;Trout;23620.08;Net weight;615227.61
Denmark;2023;10;Flatfish;Flounder, other;49205.17;Net weight;1023703.42
Denmark;2023;10;Salmonids;Salmon;297219.72;Net weight;8667271.85
Denmark;2023;11;Salmonids;Salmon;332109.84;Net weight;8903026.55
Denmark;2023;11;Flatfish;Flounder, other;47283.05;Net weight;955106.19
Denmark;2023;11;Salmonids;Trout;19975.84;Net weight;484553.83
Denmark;2023;11;Small pelagics;Mackerel;41546.76;Net weight;508897.19
Denmark;2023;11;Groundfish;Cod;31092.34;Net weight;621799.75
Denmark;2023;11;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;25194.85;Net weight;73686.91
Denmark;2023;11;Flatfish;Halibut, other;1765.94;Net weight;59182.66
Denmark;2023;11;Flatfish;Dab;2283.98;Net weight;51370.14
Denmark;2023;11;Miscellaneous aquatic products;Other unspecified products;374824.56;Net weight;5632998.12
Denmark;2023;12;Salmonids;Salmon;519888.22;Net weight;1.426646245E7
Denmark;2023;12;Flatfish;Flounder, other;20142.8;Net weight;457578.8
Denmark;2023;12;Salmonids;Trout;39445.14;Net weight;819235.38
Denmark;2023;12;Small pelagics;Mackerel;20864.07;Net weight;291695.14
Denmark;2023;12;Groundfish;Cod;36278.25;Net weight;809983.64
Denmark;2023;12;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;27873.55;Net weight;184325.26
Denmark;2023;12;Flatfish;Halibut, other;10121.66;Net weight;476776.09
Denmark;2023;12;Flatfish;Dab;2851.59;Net weight;78447.79
Denmark;2023;12;Miscellaneous aquatic products;Other unspecified products;431821.19;Net weight;7117269.85
Denmark;2023;2;Salmonids;Salmon;284836.78;Net weight;7626786.3
Denmark;2023;2;Flatfish;Flounder, other;25533.65;Net weight;492110.64
Denmark;2023;2;Salmonids;Trout;33739.06;Net weight;813567.5
Denmark;2023;2;Small pelagics;Mackerel;18377.64;Net weight;276148.46
Denmark;2023;2;Groundfish;Cod;27998.77;Net weight;541968.23
Denmark;2023;2;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;11137.11;Net weight;45965.54
Denmark;2023;2;Flatfish;Halibut, other;3892.69;Net weight;142272.87
Denmark;2023;2;Flatfish;Dab;745.69;Net weight;17236.49
Denmark;2023;2;Miscellaneous aquatic products;Other unspecified products;413275.5;Net weight;5537421.09
Denmark;2023;3;Salmonids;Salmon;305973.59;Net weight;8709210.85
Denmark;2023;3;Flatfish;Flounder, other;36787.05;Net weight;642081.79
Denmark;2023;3;Salmonids;Trout;30931.6;Net weight;777211.12
Denmark;2023;3;Small pelagics;Mackerel;16234.97;Net weight;244454.32
Denmark;2023;3;Groundfish;Cod;27853.13;Net weight;560380.47
Denmark;2023;3;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;19004.28;Net weight;89210.05
Denmark;2023;3;Flatfish;Halibut, other;2580.35;Net weight;103523.2
Denmark;2023;3;Flatfish;Dab;471.76;Net weight;11445.13
Denmark;2023;3;Miscellaneous aquatic products;Other unspecified products;443013.16;Net weight;6022199.3
Denmark;2023;4;Salmonids;Salmon;329466.69;Net weight;9906589.37
Denmark;2023;4;Flatfish;Flounder, other;53930.4;Net weight;1060006.78
Denmark;2023;4;Salmonids;Trout;49733.89;Net weight;1168760.2
Denmark;2023;4;Small pelagics;Mackerel;29881.31;Net weight;387816.26
Denmark;2023;4;Groundfish;Cod;27580.52;Net weight;559790.53
Denmark;2023;4;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;26289.53;Net weight;108085.56
Denmark;2023;4;Flatfish;Halibut, other;6297.76;Net weight;238549.27
Denmark;2023;4;Flatfish;Dab;1280.33;Net weight;27594.22
Denmark;2023;4;Miscellaneous aquatic products;Other unspecified products;464287.09;Net weight;8060988.73
Denmark;2023;5;Miscellaneous aquatic products;Other unspecified products;510376.63;Net weight;8507606.93
Denmark;2023;5;Flatfish;Dab;781.53;Net weight;18952.78
Denmark;2023;5;Flatfish;Halibut, other;5834.9;Net weight;272853.35
Denmark;2023;5;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;18394.94;Net weight;132786.57
Denmark;2023;5;Groundfish;Cod;12064.06;Net weight;251236.61
Denmark;2023;5;Small pelagics;Mackerel;35988.81;Net weight;534515.47
Denmark;2023;5;Salmonids;Trout;53004.92;Net weight;1271020.27
Denmark;2023;5;Flatfish;Flounder, other;42451.78;Net weight;649031.35
Denmark;2023;5;Salmonids;Salmon;267981.59;Net weight;8308364.08
Denmark;2023;6;Salmonids;Salmon;231198.09;Net weight;7043008.73
Denmark;2023;6;Flatfish;Flounder, other;56612.39;Net weight;1027062.29
Denmark;2023;6;Salmonids;Trout;34338.79;Net weight;838574.57
Denmark;2023;6;Small pelagics;Mackerel;33149.01;Net weight;438863.1
Denmark;2023;6;Groundfish;Cod;26214.77;Net weight;518202.21
Denmark;2023;6;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;18160.1;Net weight;61526.44
Denmark;2023;6;Flatfish;Halibut, other;2898.81;Net weight;129663.69
Denmark;2023;6;Flatfish;Dab;203.31;Net weight;4930.47
Denmark;2023;6;Miscellaneous aquatic products;Other unspecified products;435721.41;Net weight;7191482.35
Denmark;2023;7;Salmonids;Salmon;285371.91;Net weight;8527089.52
Denmark;2023;7;Flatfish;Flounder, other;39808.9;Net weight;750293.45
Denmark;2023;7;Salmonids;Trout;31966.62;Net weight;789638.37
Denmark;2023;7;Small pelagics;Mackerel;49014.23;Net weight;611766.68
Denmark;2023;7;Groundfish;Cod;22208.05;Net weight;452719.0
Denmark;2023;7;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;19712.31;Net weight;80237.54
Denmark;2023;7;Flatfish;Halibut, other;1438.37;Net weight;52909.16
Denmark;2023;7;Flatfish;Dab;749.69;Net weight;18175.86
Denmark;2023;7;Miscellaneous aquatic products;Other unspecified products;434566.59;Net weight;6776928.73
Denmark;2023;8;Salmonids;Salmon;317960.69;Net weight;9127429.95
Denmark;2023;8;Flatfish;Flounder, other;34646.47;Net weight;646227.93
Denmark;2023;8;Salmonids;Trout;33974.57;Net weight;875241.21
Denmark;2023;8;Small pelagics;Mackerel;42234.41;Net weight;556850.91
Denmark;2023;8;Groundfish;Cod;15031.5;Net weight;308967.32
Denmark;2023;8;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;33778.96;Net weight;94557.07
Denmark;2023;8;Flatfish;Halibut, other;2904.69;Net weight;203992.5
Denmark;2023;8;Flatfish;Dab;1701.14;Net weight;39793.77
Denmark;2023;8;Miscellaneous aquatic products;Other unspecified products;475076.97;Net weight;6877911.43
Denmark;2023;9;Miscellaneous aquatic products;Other unspecified products;457367.25;Net weight;6383124.58
Denmark;2023;9;Flatfish;Dab;1189.28;Net weight;26752.25
Denmark;2023;9;Flatfish;Halibut, other;978.52;Net weight;49084.96
Denmark;2023;9;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;49783.59;Net weight;173205.6
Denmark;2023;9;Groundfish;Cod;19628.85;Net weight;447836.33
Denmark;2023;9;Small pelagics;Mackerel;32330.0;Net weight;466648.45
Denmark;2023;9;Salmonids;Trout;24338.05;Net weight;688271.83
Denmark;2023;9;Flatfish;Flounder, other;41275.7;Net weight;865201.82
Denmark;2023;9;Salmonids;Salmon;324391.13;Net weight;9060206.52
Denmark;2022;1;Miscellaneous aquatic products;Other unspecified products;488696.63;Net weight;5718184.12
Denmark;2022;1;Salmonids;Salmon;438454.38;Net weight;9526624.92
Denmark;2022;1;Flatfish;Flounder, other;52519.54;Net weight;956739.01
Denmark;2022;1;Salmonids;Trout;39214.23;Net weight;784224.9
Denmark;2022;1;Small pelagics;Mackerel;24553.54;Net weight;294406.26
Denmark;2022;1;Groundfish;Cod;55446.72;Net weight;990824.75
Denmark;2022;1;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;28537.18;Net weight;82879.83
Denmark;2022;1;Flatfish;Halibut, other;7229.49;Net weight;245672.07
Denmark;2022;1;Flatfish;Dab;3917.47;Net weight;63272.55
Denmark;2022;10;Miscellaneous aquatic products;Other unspecified products;531217.75;Net weight;7248507.06
Denmark;2022;10;Flatfish;Dab;1592.31;Net weight;31693.99
Denmark;2022;10;Flatfish;Halibut, other;6354.57;Net weight;234367.0
Denmark;2022;10;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;30419.36;Net weight;111171.45
Denmark;2022;10;Groundfish;Cod;15310.33;Net weight;306308.01
Denmark;2022;10;Small pelagics;Mackerel;26435.86;Net weight;381610.7
Denmark;2022;10;Salmonids;Trout;36292.11;Net weight;849370.95
Denmark;2022;10;Flatfish;Flounder, other;47440.53;Net weight;857115.27
Denmark;2022;10;Salmonids;Salmon;293260.75;Net weight;8192562.44
Denmark;2022;11;Salmonids;Salmon;264102.16;Net weight;7399382.18
Denmark;2022;11;Flatfish;Flounder, other;38510.89;Net weight;762904.89
Denmark;2022;11;Salmonids;Trout;56866.02;Net weight;1060045.3
Denmark;2022;11;Small pelagics;Mackerel;30880.52;Net weight;419136.07
Denmark;2022;11;Groundfish;Cod;15366.13;Net weight;282643.87
Denmark;2022;11;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;17745.35;Net weight;75308.77
Denmark;2022;11;Flatfish;Halibut, other;7261.17;Net weight;275561.16
Denmark;2022;11;Flatfish;Dab;804.01;Net weight;18094.73
Denmark;2022;11;Miscellaneous aquatic products;Other unspecified products;394578.81;Net weight;4899946.23
Denmark;2022;12;Miscellaneous aquatic products;Other unspecified products;299188.97;Net weight;4169183.65
Denmark;2022;12;Flatfish;Dab;4382.4;Net weight;102907.27
Denmark;2022;12;Flatfish;Halibut, other;6909.65;Net weight;244428.17
Denmark;2022;12;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;5461.2;Net weight;32300.91
Denmark;2022;12;Groundfish;Cod;32199.28;Net weight;621000.54
Denmark;2022;12;Small pelagics;Mackerel;16075.14;Net weight;199666.86
Denmark;2022;12;Salmonids;Trout;44259.03;Net weight;922544.77
Denmark;2022;12;Flatfish;Flounder, other;58021.19;Net weight;1144511.43
Denmark;2022;12;Salmonids;Salmon;347602.94;Net weight;9924229.09
Denmark;2022;2;Miscellaneous aquatic products;Other unspecified products;443995.0;Net weight;5486309.37
Denmark;2022;2;Flatfish;Dab;3468.43;Net weight;63048.52
Denmark;2022;2;Flatfish;Halibut, other;12473.91;Net weight;414827.81
Denmark;2022;2;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;20378.85;Net weight;92270.81
Denmark;2022;2;Groundfish;Cod;32567.82;Net weight;591741.23
Denmark;2022;2;Small pelagics;Mackerel;37454.16;Net weight;471691.3
Denmark;2022;2;Salmonids;Trout;41809.86;Net weight;844641.92
Denmark;2022;2;Flatfish;Flounder, other;37573.36;Net weight;662469.49
Denmark;2022;2;Salmonids;Salmon;366170.25;Net weight;8302429.24
Denmark;2022;3;Groundfish;Cod;47105.29;Net weight;882909.61
Denmark;2022;3;Miscellaneous aquatic products;Other unspecified products;437648.22;Net weight;5534991.94
Denmark;2022;3;Salmonids;Salmon;396482.13;Net weight;9346387.1
Denmark;2022;3;Flatfish;Flounder, other;64608.28;Net weight;1070184.61
Denmark;2022;3;Salmonids;Trout;37151.83;Net weight;826868.75
Denmark;2022;3;Small pelagics;Mackerel;30868.02;Net weight;344566.53
Denmark;2022;3;Flatfish;Dab;4132.2;Net weight;84552.26
Denmark;2022;3;Flatfish;Halibut, other;4484.65;Net weight;160823.64
Denmark;2022;3;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;19918.95;Net weight;59596.95
Denmark;2022;4;Salmonids;Salmon;350797.78;Net weight;9050490.66
Denmark;2022;4;Flatfish;Flounder, other;67233.48;Net weight;1084515.46
Denmark;2022;4;Salmonids;Trout;58123.95;Net weight;1210900.79
Denmark;2022;4;Small pelagics;Mackerel;31919.72;Net weight;401080.22
Denmark;2022;4;Groundfish;Cod;29538.64;Net weight;423974.39
Denmark;2022;4;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;41301.72;Net weight;163967.13
Denmark;2022;4;Flatfish;Halibut, other;10510.91;Net weight;395030.11
Denmark;2022;4;Flatfish;Dab;3959.17;Net weight;65322.81
Denmark;2022;4;Miscellaneous aquatic products;Other unspecified products;464937.19;Net weight;6957971.23
Denmark;2022;5;Miscellaneous aquatic products;Other unspecified products;424518.03;Net weight;5291152.26
Denmark;2022;5;Small pelagics;Mackerel;31370.7;Net weight;371186.87
Denmark;2022;5;Flatfish;Dab;5668.76;Net weight;83262.99
Denmark;2022;5;Salmonids;Salmon;278144.41;Net weight;7541816.42
Denmark;2022;5;Groundfish;Cod;40539.16;Net weight;749470.64
Denmark;2022;5;Flatfish;Flounder, other;80521.27;Net weight;1283729.07
Denmark;2022;5;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;28296.65;Net weight;89376.13
Denmark;2022;5;Salmonids;Trout;42141.48;Net weight;908309.97
Denmark;2022;5;Flatfish;Halibut, other;7853.63;Net weight;281328.33
Denmark;2022;6;Small pelagics;Mackerel;24574.31;Net weight;344357.91
Denmark;2022;6;Groundfish;Cod;31328.02;Net weight;535946.06
Denmark;2022;6;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;7722.7;Net weight;33091.89
Denmark;2022;6;Flatfish;Halibut, other;7571.33;Net weight;302676.37
Denmark;2022;6;Flatfish;Dab;5913.51;Net weight;108011.75
Denmark;2022;6;Miscellaneous aquatic products;Other unspecified products;472992.31;Net weight;6860866.78
Denmark;2022;6;Salmonids;Salmon;261664.52;Net weight;7979402.07
Denmark;2022;6;Flatfish;Flounder, other;82805.79;Net weight;1320334.05
Denmark;2022;6;Salmonids;Trout;40531.47;Net weight;920054.58
Denmark;2022;7;Flatfish;Dab;3680.83;Net weight;64855.43
Denmark;2022;7;Miscellaneous aquatic products;Other unspecified products;415677.75;Net weight;5196705.63
Denmark;2022;7;Salmonids;Salmon;367262.91;Net weight;9280447.13
Denmark;2022;7;Flatfish;Flounder, other;45950.73;Net weight;833514.24
Denmark;2022;7;Salmonids;Trout;44548.54;Net weight;873318.76
Denmark;2022;7;Small pelagics;Mackerel;40130.08;Net weight;571227.93
Denmark;2022;7;Groundfish;Cod;29543.24;Net weight;515321.81
Denmark;2022;7;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;10162.56;Net weight;53047.81
Denmark;2022;7;Flatfish;Halibut, other;5287.69;Net weight;226000.94
Denmark;2022;8;Salmonids;Salmon;277097.19;Net weight;8645610.43
Denmark;2022;8;Flatfish;Flounder, other;54148.84;Net weight;1034212.8
Denmark;2022;8;Salmonids;Trout;37673.01;Net weight;799837.68
Denmark;2022;8;Small pelagics;Mackerel;58413.61;Net weight;780111.84
Denmark;2022;8;Groundfish;Cod;29912.45;Net weight;590114.4
Denmark;2022;8;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;20044.16;Net weight;86573.8
Denmark;2022;8;Flatfish;Halibut, other;4927.66;Net weight;182201.57
Denmark;2022;8;Flatfish;Dab;5474.5;Net weight;87128.68
Denmark;2022;8;Miscellaneous aquatic products;Other unspecified products;519646.75;Net weight;6060699.56
Denmark;2022;9;Miscellaneous aquatic products;Other unspecified products;472054.75;Net weight;5784607.23
Denmark;2022;9;Flatfish;Dab;657.41;Net weight;14309.08
Denmark;2022;9;Flatfish;Halibut, other;7025.01;Net weight;304896.77
Denmark;2022;9;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;18279.86;Net weight;74006.08
Denmark;2022;9;Groundfish;Cod;15666.46;Net weight;290628.95
Denmark;2022;9;Small pelagics;Mackerel;32113.87;Net weight;429199.07
Denmark;2022;9;Salmonids;Trout;41664.21;Net weight;1009428.6
Denmark;2022;9;Flatfish;Flounder, other;59749.79;Net weight;1033303.55
Denmark;2022;9;Salmonids;Salmon;348411.16;Net weight;9033652.28
Denmark;2021;1;Flatfish;Halibut, other;6667.92;Net weight;285325.92
Denmark;2021;1;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;34233.59;Net weight;106565.32
Denmark;2021;1;Groundfish;Cod;64182.28;Net weight;1114072.93
Denmark;2021;1;Miscellaneous aquatic products;Other unspecified products;548041.38;Net weight;5870206.21
Denmark;2021;1;Flatfish;Dab;4861.59;Net weight;73735.47
Denmark;2021;1;Small pelagics;Mackerel;44427.43;Net weight;523504.74
Denmark;2021;1;Salmonids;Trout;42008.39;Net weight;800109.89
Denmark;2021;1;Flatfish;Flounder, other;83927.12;Net weight;1270174.89
Denmark;2021;1;Salmonids;Salmon;366937.25;Net weight;8543878.48
Denmark;2021;10;Groundfish;Cod;32535.42;Net weight;615653.09
Denmark;2021;10;Small pelagics;Mackerel;32433.28;Net weight;431719.22
Denmark;2021;10;Salmonids;Trout;27583.05;Net weight;573897.72
Denmark;2021;10;Flatfish;Flounder, other;62362.18;Net weight;1182705.91
Denmark;2021;10;Salmonids;Salmon;362360.91;Net weight;8638537.63
Denmark;2021;10;Miscellaneous aquatic products;Other unspecified products;521727.72;Net weight;6035199.46
Denmark;2021;10;Flatfish;Dab;4067.68;Net weight;68262.98
Denmark;2021;10;Flatfish;Halibut, other;9529.6;Net weight;306872.18
Denmark;2021;10;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;32591.41;Net weight;118557.55
Denmark;2021;11;Groundfish;Cod;30564.26;Net weight;495272.02
Denmark;2021;11;Small pelagics;Mackerel;28888.66;Net weight;380529.68
