country;year;month;MCS;CG;volume(Kg);weight;value(EUR)
Germany;2013;4;Flatfish;Plaice, other;148876.7;Net weight;1806233.2
Germany;2013;4;Freshwater fish;Carp;67996.8;Net weight;679795.1
Germany;2013;4;Crustaceans;Shrimp, miscellaneous;336420.8;Net weight;6771395.0
Germany;2013;5;Miscellaneous aquatic products;Other unspecified products;592081.5;Net weight;8231112.3
Germany;2013;5;Salmonids;Salmon;443804.0;Net weight;7258601.1
Germany;2013;5;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;43279.1;Net weight;1103010.7
Germany;2013;5;Small pelagics;Herring;149567.8;Net weight;1652661.3
Germany;2013;5;Salmonids;Trout;349228.6;Net weight;3866717.0
Germany;2013;5;Freshwater fish;Carp;11771.8;Net weight;84773.7
Germany;2013;5;Groundfish;Cod;253433.9;Net weight;4324013.2
Germany;2013;5;Freshwater fish;Other freshwater fish;322678.1;Net weight;5580719.2
Germany;2013;5;Flatfish;Plaice, other;333564.6;Net weight;3959411.1
Germany;2013;5;Crustaceans;Shrimp, miscellaneous;380062.3;Net weight;7636011.7
Germany;2013;6;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;8693.1;Net weight;148018.8
Germany;2013;6;Crustaceans;Shrimp, miscellaneous;332822.9;Net weight;6541599.1
Germany;2013;6;Miscellaneous aquatic products;Other unspecified products;694435.5;Net weight;9820608.4
Germany;2013;6;Small pelagics;Herring;323234.1;Net weight;3701158.0
Germany;2013;6;Groundfish;Cod;295026.0;Net weight;5312386.7
Germany;2013;6;Salmonids;Salmon;554282.9;Net weight;8491897.5
Germany;2013;6;Flatfish;Plaice, other;169484.3;Net weight;2177911.4
Germany;2013;6;Freshwater fish;Other freshwater fish;228257.4;Net weight;3996309.3
Germany;2013;6;Salmonids;Trout;252636.8;Net weight;3002620.8
Germany;2013;7;Freshwater fish;Other freshwater fish;302033.2;Net weight;5040082.0
Germany;2013;7;Freshwater fish;Carp;3033.1;Net weight;38065.9
Germany;2013;7;Crustaceans;Shrimp, miscellaneous;315738.7;Net weight;6346049.8
Germany;2013;7;Salmonids;Salmon;503331.9;Net weight;7882668.9
Germany;2013;7;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;15368.9;Net weight;256640.1
Germany;2013;7;Flatfish;Plaice, other;132764.5;Net weight;1740876.8
Germany;2013;7;Miscellaneous aquatic products;Other unspecified products;853619.6;Net weight;1.16909697E7
Germany;2013;7;Groundfish;Cod;259384.0;Net weight;4046648.4
Germany;2013;7;Small pelagics;Herring;343847.7;Net weight;4250832.5
Germany;2013;7;Salmonids;Trout;444050.3;Net weight;5093009.8
Germany;2013;8;Small pelagics;Herring;165048.1;Net weight;2138806.6
Germany;2013;8;Freshwater fish;Other freshwater fish;233636.8;Net weight;3871027.8
Germany;2013;8;Flatfish;Plaice, other;176927.3;Net weight;2045928.8
Germany;2013;8;Freshwater fish;Carp;74977.0;Net weight;399519.1
Germany;2013;8;Crustaceans;Shrimp, miscellaneous;312698.5;Net weight;6493440.4
Germany;2013;8;Groundfish;Cod;348703.6;Net weight;6196855.5
Germany;2013;8;Miscellaneous aquatic products;Other unspecified products;877964.1;Net weight;1.24317373E7
Germany;2013;8;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;17884.9;Net weight;288781.3
Germany;2013;8;Salmonids;Salmon;540305.4;Net weight;8701018.6
Germany;2013;8;Salmonids;Trout;345249.8;Net weight;4003393.8
Germany;2013;9;Miscellaneous aquatic products;Other unspecified products;1009010.1;Net weight;1.22954531E7
Germany;2013;9;Groundfish;Cod;281949.9;Net weight;4637229.5
Germany;2013;9;Freshwater fish;Other freshwater fish;396608.6;Net weight;6250619.6
Germany;2013;9;Salmonids;Salmon;548157.8;Net weight;8285525.4
Germany;2013;9;Flatfish;Plaice, other;156402.8;Net weight;2006948.4
Germany;2013;9;Crustaceans;Shrimp, miscellaneous;296839.1;Net weight;6026808.1
Germany;2013;9;Salmonids;Trout;401249.5;Net weight;4383187.0
Germany;2013;9;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;283945.9;Net weight;1285697.5
Germany;2013;9;Freshwater fish;Carp;41350.9;Net weight;234545.6
Germany;2013;9;Small pelagics;Herring;212037.0;Net weight;2033495.2
Germany;2012;1;Crustaceans;Shrimp, miscellaneous;388321.4;Net weight;7673878.9
Germany;2012;1;Freshwater fish;Other freshwater fish;348801.2;Net weight;6099173.8
Germany;2012;1;Salmonids;Trout;311690.2;Net weight;3331603.3
Germany;2012;1;Small pelagics;Herring;363769.8;Net weight;3162407.5
Germany;2012;1;Groundfish;Cod;340878.5;Net weight;5963613.3
Germany;2012;1;Freshwater fish;Carp;348193.2;Net weight;2250635.3
Germany;2012;1;Miscellaneous aquatic products;Other unspecified products;862620.3;Net weight;1.23327051E7
Germany;2012;1;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;293999.6;Net weight;1282538.9
Germany;2012;1;Flatfish;Plaice, other;118595.4;Net weight;1556971.2
Germany;2012;1;Salmonids;Salmon;483160.9;Net weight;7650411.6
Germany;2012;10;Miscellaneous aquatic products;Other unspecified products;884325.9;Net weight;1.3264374E7
Germany;2012;10;Freshwater fish;Carp;240875.5;Net weight;1355376.8
Germany;2012;10;Freshwater fish;Other freshwater fish;388086.5;Net weight;6339322.3
Germany;2012;10;Flatfish;Plaice, other;175517.4;Net weight;2227404.1
Germany;2012;10;Crustaceans;Shrimp, miscellaneous;341450.9;Net weight;6606061.5
Germany;2012;10;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;628640.4;Net weight;2317392.6
Germany;2012;10;Salmonids;Trout;434054.3;Net weight;4559536.6
Germany;2012;10;Groundfish;Cod;445184.3;Net weight;8026354.0
Germany;2012;10;Salmonids;Salmon;493841.7;Net weight;7846359.9
Germany;2012;10;Small pelagics;Herring;239228.5;Net weight;2612296.6
Germany;2012;11;Miscellaneous aquatic products;Other unspecified products;1182595.7;Net weight;1.49876875E7
Germany;2012;11;Salmonids;Trout;326803.8;Net weight;3490768.1
Germany;2012;11;Small pelagics;Herring;254706.2;Net weight;2352820.8
Germany;2012;11;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;553025.6;Net weight;2277642.8
Germany;2012;11;Crustaceans;Shrimp, miscellaneous;378716.2;Net weight;7237703.6
Germany;2012;11;Flatfish;Plaice, other;123033.6;Net weight;2026092.2
Germany;2012;11;Salmonids;Salmon;492275.4;Net weight;7099100.1
Germany;2012;11;Freshwater fish;Carp;222621.9;Net weight;1403605.5
Germany;2012;11;Freshwater fish;Other freshwater fish;437113.2;Net weight;7340146.0
Germany;2012;11;Groundfish;Cod;337548.6;Net weight;5905513.2
Germany;2012;12;Groundfish;Cod;333800.0;Net weight;5948848.1
Germany;2012;12;Salmonids;Salmon;636940.4;Net weight;8952187.5
Germany;2012;12;Freshwater fish;Carp;1231369.1;Net weight;9556445.3
Germany;2012;12;Miscellaneous aquatic products;Other unspecified products;916522.8;Net weight;1.40247529E7
Germany;2012;12;Crustaceans;Shrimp, miscellaneous;632133.9;Net weight;1.25536875E7
Germany;2012;12;Flatfish;Plaice, other;104164.3;Net weight;1630514.8
Germany;2012;12;Freshwater fish;Other freshwater fish;337154.2;Net weight;5603640.1
Germany;2012;12;Small pelagics;Herring;143227.0;Net weight;1293412.7
Germany;2012;12;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;260463.8;Net weight;1549792.5
Germany;2012;12;Salmonids;Trout;626164.7;Net weight;6702090.3
Germany;2012;2;Groundfish;Cod;549442.4;Net weight;8751965.8
Germany;2012;2;Freshwater fish;Other freshwater fish;435669.7;Net weight;6872329.1
Germany;2012;2;Crustaceans;Shrimp, miscellaneous;378410.2;Net weight;7075981.9
Germany;2012;2;Freshwater fish;Carp;159798.4;Net weight;1010543.5
Germany;2012;2;Small pelagics;Herring;246447.1;Net weight;2438214.6
Germany;2012;2;Salmonids;Salmon;509555.8;Net weight;8146603.0
Germany;2012;2;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;260287.6;Net weight;999049.9
Germany;2012;2;Miscellaneous aquatic products;Other unspecified products;940225.0;Net weight;1.30037207E7
Germany;2012;2;Flatfish;Plaice, other;92305.2;Net weight;1325305.2
Germany;2012;2;Salmonids;Trout;356838.8;Net weight;3524804.2
Germany;2012;3;Small pelagics;Herring;407972.7;Net weight;2980456.1
Germany;2012;3;Freshwater fish;Other freshwater fish;454746.2;Net weight;7556320.8
Germany;2012;3;Crustaceans;Shrimp, miscellaneous;422140.3;Net weight;8115311.5
Germany;2012;3;Miscellaneous aquatic products;Other unspecified products;1057713.7;Net weight;1.41411484E7
Germany;2012;3;Freshwater fish;Carp;71576.8;Net weight;542258.3
Germany;2012;3;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;183306.3;Net weight;911653.9
Germany;2012;3;Salmonids;Trout;512646.7;Net weight;5412362.8
Germany;2012;3;Salmonids;Salmon;534383.0;Net weight;8239684.6
Germany;2012;3;Groundfish;Cod;546920.2;Net weight;9124938.5
Germany;2012;3;Flatfish;Plaice, other;152409.2;Net weight;2041739.0
Germany;2012;4;Small pelagics;Herring;244001.5;Net weight;2021337.9
Germany;2012;4;Groundfish;Cod;399824.2;Net weight;6808762.2
Germany;2012;4;Freshwater fish;Carp;60714.2;Net weight;492278.1
Germany;2012;4;Freshwater fish;Other freshwater fish;313514.5;Net weight;5509438.0
Germany;2012;4;Salmonids;Trout;508668.5;Net weight;5598305.2
Germany;2012;4;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;17345.7;Net weight;223392.8
Germany;2012;4;Salmonids;Salmon;591299.9;Net weight;8407376.0
Germany;2012;4;Flatfish;Plaice, other;144306.0;Net weight;1707185.3
Germany;2012;4;Miscellaneous aquatic products;Other unspecified products;867704.7;Net weight;1.18355947E7
Germany;2012;4;Crustaceans;Shrimp, miscellaneous;434813.9;Net weight;8371956.1
Germany;2012;5;Freshwater fish;Other freshwater fish;268201.4;Net weight;4138717.8
Germany;2012;5;Salmonids;Salmon;408852.3;Net weight;6354224.6
Germany;2012;5;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;22670.9;Net weight;261250.3
Germany;2012;5;Salmonids;Trout;415876.8;Net weight;4207776.9
Germany;2012;5;Crustaceans;Shrimp, miscellaneous;378121.6;Net weight;7290356.0
Germany;2012;5;Small pelagics;Herring;167192.6;Net weight;1856759.4
Germany;2012;5;Freshwater fish;Carp;6566.9;Net weight;38731.6
Germany;2012;5;Flatfish;Plaice, other;369652.4;Net weight;4077382.3
Germany;2012;5;Miscellaneous aquatic products;Other unspecified products;645407.0;Net weight;9462315.4
Germany;2012;5;Groundfish;Cod;227535.9;Net weight;4217247.1
Germany;2012;6;Flatfish;Plaice, other;237318.0;Net weight;3210112.5
Germany;2012;6;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;18157.9;Net weight;292971.7
Germany;2012;6;Groundfish;Cod;219255.1;Net weight;3795236.6
Germany;2012;6;Salmonids;Salmon;475287.2;Net weight;7178621.6
Germany;2012;6;Miscellaneous aquatic products;Other unspecified products;688387.8;Net weight;9620515.6
Germany;2012;6;Small pelagics;Herring;381843.8;Net weight;4188864.3
Germany;2012;6;Freshwater fish;Other freshwater fish;269534.5;Net weight;4546180.7
Germany;2012;6;Crustaceans;Shrimp, miscellaneous;383448.4;Net weight;7495787.1
Germany;2012;6;Salmonids;Trout;281245.3;Net weight;2940028.8
Germany;2012;7;Flatfish;Plaice, other;184953.8;Net weight;2350975.8
Germany;2012;7;Miscellaneous aquatic products;Other unspecified products;1006292.1;Net weight;1.3319793E7
Germany;2012;7;Crustaceans;Shrimp, miscellaneous;324212.1;Net weight;6232134.3
Germany;2012;7;Salmonids;Trout;376837.4;Net weight;3823655.0
Germany;2012;7;Groundfish;Cod;243591.6;Net weight;4463508.3
Germany;2012;7;Small pelagics;Herring;361980.6;Net weight;4348969.7
Germany;2012;7;Freshwater fish;Other freshwater fish;506580.9;Net weight;7703606.0
Germany;2012;7;Freshwater fish;Carp;16243.1;Net weight;76493.3
Germany;2012;7;Salmonids;Salmon;481402.2;Net weight;6976191.9
Germany;2012;7;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;21043.7;Net weight;356652.0
Germany;2012;8;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;17970.1;Net weight;512349.5
Germany;2012;8;Miscellaneous aquatic products;Other unspecified products;743375.2;Net weight;9937066.4
Germany;2012;8;Flatfish;Plaice, other;176268.6;Net weight;1926014.4
Germany;2012;8;Groundfish;Cod;264382.6;Net weight;4916294.4
Germany;2012;8;Small pelagics;Herring;350494.8;Net weight;3762412.1
Germany;2012;8;Salmonids;Trout;337497.9;Net weight;3460265.9
Germany;2012;8;Crustaceans;Shrimp, miscellaneous;384113.5;Net weight;7036317.9
Germany;2012;8;Freshwater fish;Other freshwater fish;285102.2;Net weight;4995519.5
Germany;2012;8;Salmonids;Salmon;522342.0;Net weight;7392297.4
Germany;2012;9;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;372139.7;Net weight;1477714.2
Germany;2012;9;Freshwater fish;Carp;26559.0;Net weight;258401.0
Germany;2012;9;Groundfish;Cod;271378.3;Net weight;4449257.3
Germany;2012;9;Flatfish;Plaice, other;245240.4;Net weight;3287788.1
Germany;2012;9;Freshwater fish;Other freshwater fish;405099.1;Net weight;6469732.4
Germany;2012;9;Salmonids;Trout;334724.3;Net weight;3790337.9
Germany;2012;9;Small pelagics;Herring;213584.7;Net weight;2416429.2
Germany;2012;9;Salmonids;Salmon;552996.0;Net weight;7932680.2
Germany;2012;9;Miscellaneous aquatic products;Other unspecified products;944480.8;Net weight;1.41220439E7
Germany;2012;9;Crustaceans;Shrimp, miscellaneous;358708.4;Net weight;6398446.3
Hungary;2024;1;Miscellaneous aquatic products;Other unspecified products;137308.0;Net weight;1298461.89
Hungary;2024;10;Miscellaneous aquatic products;Other unspecified products;408347.09;Net weight;3277513.54
Hungary;2024;2;Miscellaneous aquatic products;Other unspecified products;248178.67;Net weight;2331737.25
Hungary;2024;3;Miscellaneous aquatic products;Other unspecified products;386981.16;Net weight;3413623.19
Hungary;2024;4;Miscellaneous aquatic products;Other unspecified products;241560.36;Net weight;2011754.08
Hungary;2024;5;Miscellaneous aquatic products;Other unspecified products;264248.94;Net weight;2391312.59
Hungary;2024;6;Miscellaneous aquatic products;Other unspecified products;262972.41;Net weight;2476614.68
Hungary;2024;7;Miscellaneous aquatic products;Other unspecified products;269840.72;Net weight;2161581.12
Hungary;2024;8;Miscellaneous aquatic products;Other unspecified products;243894.88;Net weight;2141694.3
Hungary;2024;9;Miscellaneous aquatic products;Other unspecified products;205669.9;Net weight;1991588.5
Hungary;2023;1;Miscellaneous aquatic products;Other unspecified products;225485.88;Net weight;1837622.98
Hungary;2023;10;Miscellaneous aquatic products;Other unspecified products;271658.38;Net weight;2599725.93
Hungary;2023;11;Miscellaneous aquatic products;Other unspecified products;295925.44;Net weight;2652313.96
Hungary;2023;12;Miscellaneous aquatic products;Other unspecified products;1439178.25;Net weight;1.288434524E7
Hungary;2023;2;Miscellaneous aquatic products;Other unspecified products;229011.75;Net weight;2003191.65
Hungary;2023;3;Miscellaneous aquatic products;Other unspecified products;249181.73;Net weight;2268244.32
Hungary;2023;4;Miscellaneous aquatic products;Other unspecified products;185230.08;Net weight;1724962.98
Hungary;2023;5;Miscellaneous aquatic products;Other unspecified products;181175.77;Net weight;1968510.59
Hungary;2023;6;Miscellaneous aquatic products;Other unspecified products;187342.17;Net weight;1930694.47
Hungary;2023;7;Miscellaneous aquatic products;Other unspecified products;144865.27;Net weight;1339190.31
Hungary;2023;8;Miscellaneous aquatic products;Other unspecified products;162336.16;Net weight;1451385.21
Hungary;2023;9;Miscellaneous aquatic products;Other unspecified products;274995.03;Net weight;2522145.45
Hungary;2022;1;Miscellaneous aquatic products;Other unspecified products;269572.69;Net weight;1903221.86
Hungary;2022;10;Miscellaneous aquatic products;Other unspecified products;338936.19;Net weight;2424759.25
Hungary;2022;11;Miscellaneous aquatic products;Other unspecified products;334959.56;Net weight;2637563.31
Hungary;2022;12;Miscellaneous aquatic products;Other unspecified products;1277549.25;Net weight;9956640.57
Hungary;2022;2;Miscellaneous aquatic products;Other unspecified products;318557.69;Net weight;2337962.47
Hungary;2022;3;Miscellaneous aquatic products;Other unspecified products;266915.47;Net weight;2058020.56
Hungary;2022;4;Miscellaneous aquatic products;Other unspecified products;304962.47;Net weight;1862874.2
Hungary;2022;5;Miscellaneous aquatic products;Other unspecified products;268777.69;Net weight;1974157.3
Hungary;2022;6;Miscellaneous aquatic products;Other unspecified products;243324.11;Net weight;1803588.97
Hungary;2022;7;Miscellaneous aquatic products;Other unspecified products;239573.45;Net weight;1761287.45
Hungary;2022;8;Miscellaneous aquatic products;Other unspecified products;311824.78;Net weight;2092436.64
Hungary;2022;9;Miscellaneous aquatic products;Other unspecified products;220070.81;Net weight;1534810.84
Hungary;2021;1;Miscellaneous aquatic products;Other unspecified products;373057.0;Net weight;2374194.9
Hungary;2021;10;Miscellaneous aquatic products;Other unspecified products;408748.97;Net weight;2817306.0
Hungary;2021;11;Miscellaneous aquatic products;Other unspecified products;319602.38;Net weight;2088523.93
Hungary;2021;12;Miscellaneous aquatic products;Other unspecified products;1980051.25;Net weight;1.16604068E7
Hungary;2021;2;Miscellaneous aquatic products;Other unspecified products;573306.38;Net weight;2860493.95
Hungary;2021;3;Miscellaneous aquatic products;Other unspecified products;511386.91;Net weight;2840531.01
Hungary;2021;4;Miscellaneous aquatic products;Other unspecified products;343917.97;Net weight;1810587.68
Hungary;2021;5;Miscellaneous aquatic products;Other unspecified products;435899.81;Net weight;2665755.35
Hungary;2021;6;Miscellaneous aquatic products;Other unspecified products;267809.81;Net weight;2288573.95
Hungary;2021;7;Miscellaneous aquatic products;Other unspecified products;236846.27;Net weight;1499261.5
Hungary;2021;8;Miscellaneous aquatic products;Other unspecified products;346101.5;Net weight;2186418.83
Hungary;2021;9;Miscellaneous aquatic products;Other unspecified products;238066.95;Net weight;1777015.7
Hungary;2020;1;Miscellaneous aquatic products;Other unspecified products;402137.08;Net weight;2239435.3
Hungary;2020;10;Miscellaneous aquatic products;Other unspecified products;392076.93;Net weight;2019646.53
Hungary;2020;11;Miscellaneous aquatic products;Other unspecified products;416698.94;Net weight;2537789.85
Hungary;2020;12;Miscellaneous aquatic products;Other unspecified products;2388243.41;Net weight;1.196593606E7
Hungary;2020;2;Miscellaneous aquatic products;Other unspecified products;482455.08;Net weight;3050163.34
Hungary;2020;3;Miscellaneous aquatic products;Other unspecified products;297779.08;Net weight;1786515.5
Hungary;2020;4;Miscellaneous aquatic products;Other unspecified products;413246.22;Net weight;2174214.89
Hungary;2020;5;Miscellaneous aquatic products;Other unspecified products;292159.42;Net weight;1452096.21
Hungary;2020;6;Miscellaneous aquatic products;Other unspecified products;284985.93;Net weight;1893078.45
Hungary;2020;7;Miscellaneous aquatic products;Other unspecified products;301271.18;Net weight;1968901.19
Hungary;2020;8;Miscellaneous aquatic products;Other unspecified products;313779.75;Net weight;1587235.94
Hungary;2020;9;Miscellaneous aquatic products;Other unspecified products;331227.02;Net weight;2034859.3
Hungary;2019;1;Miscellaneous aquatic products;Other unspecified products;244684.94;Net weight;1215077.2
Hungary;2019;10;Miscellaneous aquatic products;Other unspecified products;376795.1;Net weight;1953492.78
Hungary;2019;11;Miscellaneous aquatic products;Other unspecified products;333483.31;Net weight;1632810.6
Hungary;2019;12;Miscellaneous aquatic products;Other unspecified products;2420791.75;Net weight;1.280210671E7
Poland;2021;12;Freshwater fish;Carp;4907946.0;Net weight;2.868973212E7
Poland;2021;12;Salmonids;Salmon;1651663.75;Net weight;1.982630429E7
Poland;2021;12;Small pelagics;Mackerel;859482.19;Net weight;3724211.53
Poland;2021;12;Miscellaneous aquatic products;Other unspecified products;2283780.0;Net weight;1.469559254E7
Poland;2021;2;Miscellaneous aquatic products;Other unspecified products;1435550.62;Net weight;8514927.28
Poland;2021;2;Salmonids;Trout;511170.53;Net weight;3141627.97
Poland;2021;2;Freshwater fish;Carp;64560.77;Net weight;304458.25
Poland;2021;2;Salmonids;Salmon;1085581.12;Net weight;1.19633738E7
Poland;2021;2;Small pelagics;Mackerel;1356454.75;Net weight;5522645.32
Poland;2021;3;Salmonids;Trout;564128.69;Net weight;3316031.96
Poland;2021;3;Freshwater fish;Carp;41476.31;Net weight;212430.27
Poland;2021;3;Salmonids;Salmon;1140442.38;Net weight;1.346232398E7
Poland;2021;3;Small pelagics;Mackerel;1372743.88;Net weight;5403054.58
Poland;2021;3;Miscellaneous aquatic products;Other unspecified products;1612353.12;Net weight;9100807.13
Poland;2021;4;Small pelagics;Mackerel;964262.81;Net weight;3952745.89
Poland;2021;4;Salmonids;Salmon;1017905.88;Net weight;1.201002499E7
Poland;2021;4;Freshwater fish;Carp;22804.77;Net weight;126301.73
Poland;2021;4;Miscellaneous aquatic products;Other unspecified products;1325056.12;Net weight;7810565.23
Poland;2021;4;Salmonids;Trout;606928.38;Net weight;3391563.03
Poland;2021;5;Freshwater fish;Carp;24964.06;Net weight;118190.03
Poland;2021;5;Salmonids;Trout;503054.41;Net weight;2941272.97
Poland;2021;5;Miscellaneous aquatic products;Other unspecified products;1146709.12;Net weight;6541425.35
Poland;2021;5;Small pelagics;Mackerel;883479.56;Net weight;3633569.57
Poland;2021;5;Salmonids;Salmon;905001.44;Net weight;1.053922792E7
Poland;2021;6;Freshwater fish;Carp;5892.44;Net weight;34554.83
Poland;2021;6;Salmonids;Salmon;768412.88;Net weight;8941325.04
Poland;2021;6;Small pelagics;Mackerel;671064.0;Net weight;2772765.16
Poland;2021;6;Miscellaneous aquatic products;Other unspecified products;845355.31;Net weight;5165814.26
Poland;2021;6;Salmonids;Trout;466497.44;Net weight;2638628.75
Poland;2021;7;Salmonids;Trout;474117.28;Net weight;2869667.91
Poland;2021;7;Miscellaneous aquatic products;Other unspecified products;768201.44;Net weight;4708976.33
Poland;2021;7;Small pelagics;Mackerel;728754.19;Net weight;2997996.05
Poland;2021;7;Salmonids;Salmon;755189.25;Net weight;8699411.66
Poland;2021;7;Freshwater fish;Carp;7297.0;Net weight;54654.11
Poland;2021;8;Salmonids;Trout;409296.56;Net weight;2732241.85
Poland;2021;8;Miscellaneous aquatic products;Other unspecified products;847463.0;Net weight;5150271.39
Poland;2021;8;Small pelagics;Mackerel;735057.69;Net weight;3010367.04
Poland;2021;8;Freshwater fish;Carp;53200.52;Net weight;215277.92
Poland;2021;8;Salmonids;Salmon;709382.5;Net weight;8537521.56
Poland;2021;9;Salmonids;Salmon;874253.5;Net weight;1.020204028E7
Poland;2021;9;Freshwater fish;Carp;37858.62;Net weight;153093.78
Poland;2021;9;Salmonids;Trout;406824.53;Net weight;2677583.41
Poland;2021;9;Miscellaneous aquatic products;Other unspecified products;1005876.62;Net weight;5842452.28
Poland;2021;9;Small pelagics;Mackerel;933669.56;Net weight;3876757.88
Poland;2020;1;Small pelagics;Mackerel;1007764.94;Net weight;4305928.02
Poland;2020;1;Salmonids;Salmon;676935.88;Net weight;8359963.3
Poland;2020;1;Freshwater fish;Carp;142757.25;Net weight;692448.54
Poland;2020;1;Salmonids;Trout;404093.72;Net weight;2365648.55
Poland;2020;1;Miscellaneous aquatic products;Other unspecified products;1173421.0;Net weight;6829499.41
Poland;2020;10;Salmonids;Trout;567915.25;Net weight;3241064.08
Poland;2020;10;Freshwater fish;Carp;67007.03;Net weight;334980.1
Poland;2020;10;Salmonids;Salmon;1036744.5;Net weight;1.0953915E7
Poland;2020;10;Small pelagics;Mackerel;1006822.25;Net weight;4079974.46
Poland;2020;10;Miscellaneous aquatic products;Other unspecified products;1203490.12;Net weight;6845356.53
Poland;2020;11;Small pelagics;Mackerel;1184764.88;Net weight;4715701.0
Poland;2020;11;Salmonids;Salmon;911098.56;Net weight;1.029407075E7
Poland;2020;11;Freshwater fish;Carp;206693.5;Net weight;931411.12
Poland;2020;11;Salmonids;Trout;555680.88;Net weight;3152178.87
Poland;2020;11;Miscellaneous aquatic products;Other unspecified products;1293379.62;Net weight;7451655.62
Poland;2020;12;Small pelagics;Mackerel;1051550.0;Net weight;4287319.49
Poland;2020;12;Miscellaneous aquatic products;Other unspecified products;2417870.25;Net weight;1.408864747E7
Poland;2020;12;Salmonids;Trout;820675.5;Net weight;4681894.62
Poland;2020;12;Freshwater fish;Carp;6232601.5;Net weight;2.46971449E7
Poland;2020;12;Salmonids;Salmon;1578801.38;Net weight;1.818064032E7
Poland;2020;2;Small pelagics;Mackerel;1187225.0;Net weight;5057191.02
Poland;2020;2;Salmonids;Salmon;820130.44;Net weight;9597690.9
Poland;2020;2;Freshwater fish;Carp;45128.79;Net weight;271745.85
Poland;2020;2;Salmonids;Trout;492203.72;Net weight;3116881.93
Poland;2020;2;Miscellaneous aquatic products;Other unspecified products;1359210.62;Net weight;7749547.81
Poland;2020;3;Freshwater fish;Carp;54285.07;Net weight;252830.92
Poland;2020;3;Salmonids;Trout;513411.22;Net weight;2901510.02
Poland;2020;3;Miscellaneous aquatic products;Other unspecified products;1207280.38;Net weight;6864020.72
Poland;2020;3;Salmonids;Salmon;719691.44;Net weight;8310553.48
Poland;2020;3;Small pelagics;Mackerel;1184142.38;Net weight;4863471.29
Poland;2020;4;Small pelagics;Mackerel;967040.81;Net weight;3900015.85
Poland;2020;4;Salmonids;Salmon;603978.5;Net weight;7272740.76
Poland;2020;4;Freshwater fish;Carp;49695.83;Net weight;193282.83
Poland;2020;4;Salmonids;Trout;478474.53;Net weight;2735869.5
Poland;2020;4;Miscellaneous aquatic products;Other unspecified products;1011053.56;Net weight;5883291.37
Poland;2020;5;Small pelagics;Mackerel;851270.94;Net weight;3489323.09
Poland;2020;5;Salmonids;Salmon;754806.56;Net weight;8528403.09
Poland;2020;5;Freshwater fish;Carp;29355.29;Net weight;128828.05
Poland;2020;5;Salmonids;Trout;507479.12;Net weight;2927788.29
Poland;2020;5;Miscellaneous aquatic products;Other unspecified products;904019.25;Net weight;5415222.98
Poland;2020;6;Small pelagics;Mackerel;706612.5;Net weight;2945483.69
Poland;2020;6;Miscellaneous aquatic products;Other unspecified products;933722.19;Net weight;5668305.51
Poland;2020;6;Salmonids;Trout;445037.25;Net weight;2583951.63
Poland;2020;6;Freshwater fish;Carp;16372.69;Net weight;90875.41
Poland;2020;6;Salmonids;Salmon;695726.38;Net weight;8109913.16
Poland;2020;7;Miscellaneous aquatic products;Other unspecified products;943561.56;Net weight;5583934.37
Poland;2020;7;Salmonids;Trout;499715.47;Net weight;2915688.92
Poland;2020;7;Small pelagics;Mackerel;735383.38;Net weight;3078322.54
Poland;2020;7;Salmonids;Salmon;827858.5;Net weight;9063910.09
Poland;2020;7;Freshwater fish;Carp;25709.16;Net weight;133274.21
Poland;2020;8;Small pelagics;Mackerel;618845.81;Net weight;2621999.77
Poland;2020;8;Miscellaneous aquatic products;Other unspecified products;810381.0;Net weight;4967100.45
Poland;2020;8;Salmonids;Trout;440539.91;Net weight;2554773.86
Poland;2020;8;Freshwater fish;Carp;24507.01;Net weight;109706.42
Poland;2020;8;Salmonids;Salmon;740830.19;Net weight;8364693.64
Poland;2020;9;Small pelagics;Mackerel;885808.62;Net weight;3631674.49
Poland;2020;9;Salmonids;Trout;517243.5;Net weight;3088513.3
Poland;2020;9;Miscellaneous aquatic products;Other unspecified products;874685.56;Net weight;5429660.63
Poland;2020;9;Salmonids;Salmon;822694.56;Net weight;9132723.45
Poland;2020;9;Freshwater fish;Carp;16865.8;Net weight;80122.72
