"ITTER107","Territorio","TIPO_DATO2","Tipo indice","PRODCONS_AGRI_A","Prodotti acquistati","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2020-04","Apr-2020",0.5,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2020-05","Mag-2020",-0.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2020-06","Giu-2020",-0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2020-07","Lug-2020",0.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2020-08","Ago-2020",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2020-09","Set-2020",0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2020-10","Ott-2020",1.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2020-11","Nov-2020",1.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2020-12","Dic-2020",0.9,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-01","Gen-2021",3.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-02","Feb-2021",3.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-03","Mar-2021",3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-04","Apr-2021",0.9,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-05","Mag-2021",0.9,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-06","Giu-2021",0,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-07","Lug-2021",-0.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-08","Ago-2021",-0.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-09","Set-2021",0.7,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-10","Ott-2021",1.8,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-11","Nov-2021",0.5,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-12","Dic-2021",0.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-01","Gen-2022",2.7,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-02","Feb-2022",1.8,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-03","Mar-2022",8.8,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-04","Apr-2022",2.9,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-05","Mag-2022",1.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-06","Giu-2022",0,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-07","Lug-2022",1.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-08","Ago-2022",0.8,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-09","Set-2022",-3.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-10","Ott-2022",0.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-11","Nov-2022",0.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-12","Dic-2022",0.5,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2023-01","Gen-2023",-0.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2023-02","Feb-2023",-0.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2023-03","Mar-2023",-1.7,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2023-04","Apr-2023",-1.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2023-05","Mag-2023",-2.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2023-06","Giu-2023",-2.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2023-07","Lug-2023",-1.7,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2023-08","Ago-2023",-0.5,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2023-09","Set-2023",-1.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2020-01","Gen-2020",-0.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2020-02","Feb-2020",-0.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2020-03","Mar-2020",0.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2020-04","Apr-2020",0.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2020-05","Mag-2020",0.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2020-06","Giu-2020",0.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2020-07","Lug-2020",0.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2020-08","Ago-2020",1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2020-09","Set-2020",1.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2020-10","Ott-2020",3.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2020-11","Nov-2020",4.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2020-12","Dic-2020",4.9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-01","Gen-2021",8.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-02","Feb-2021",11.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-03","Mar-2021",14.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-04","Apr-2021",14.9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-05","Mag-2021",16.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-06","Giu-2021",16.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-07","Lug-2021",15.8,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-08","Ago-2021",15.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-09","Set-2021",15.9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-10","Ott-2021",16.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-11","Nov-2021",15.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2021-12","Dic-2021",14.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-01","Gen-2022",14,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-02","Feb-2022",12.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-03","Mar-2022",18.9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-04","Apr-2022",21.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-05","Mag-2022",21.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-06","Giu-2022",21.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-07","Lug-2022",23.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-08","Ago-2022",24.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-09","Set-2022",19.9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-10","Ott-2022",18.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-11","Nov-2022",18,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2022-12","Dic-2022",18.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2023-01","Gen-2023",14.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2023-02","Feb-2023",12.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2023-03","Mar-2023",1.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2023-04","Apr-2023",-2.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2023-05","Mag-2023",-6.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2023-06","Giu-2023",-8.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2023-07","Lug-2023",-10.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2023-08","Ago-2023",-11.8,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","COMPOFEEDI","mangimi composti","2023-09","Set-2023",-10,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-01","Gen-2020",106.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-02","Feb-2020",106.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-03","Mar-2020",106.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-04","Apr-2020",106.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-05","Mag-2020",106.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-06","Giu-2020",106.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-07","Lug-2020",106.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-08","Ago-2020",106.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-09","Set-2020",107.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-10","Ott-2020",107.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-11","Nov-2020",107.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-12","Dic-2020",107.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2021-01","Gen-2021",107.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2021-02","Feb-2021",107.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2021-03","Mar-2021",107.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2021-04","Apr-2021",108,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2021-05","Mag-2021",108.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2021-06","Giu-2021",108.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2021-07","Lug-2021",108.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2021-08","Ago-2021",108.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2021-09","Set-2021",108.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2021-10","Ott-2021",108.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2021-11","Nov-2021",109.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2021-12","Dic-2021",109.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2022-01","Gen-2022",109.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2022-02","Feb-2022",110.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2022-03","Mar-2022",111.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2022-04","Apr-2022",111.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2022-05","Mag-2022",112.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2022-06","Giu-2022",112.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2022-07","Lug-2022",113.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2022-08","Ago-2022",113.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2022-09","Set-2022",114.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2022-10","Ott-2022",114.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2022-11","Nov-2022",115.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2022-12","Dic-2022",115.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2023-01","Gen-2023",116,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2023-02","Feb-2023",116.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2023-03","Mar-2023",117.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2023-04","Apr-2023",117.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2023-05","Mag-2023",118.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2023-06","Giu-2023",118.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2023-07","Lug-2023",118.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2023-08","Ago-2023",118.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2023-09","Set-2023",119.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-01","Gen-2020",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-02","Feb-2020",0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-03","Mar-2020",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-04","Apr-2020",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-05","Mag-2020",0,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-06","Giu-2020",0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-07","Lug-2020",0,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-08","Ago-2020",-0.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-09","Set-2020",0.5,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-10","Ott-2020",0.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-11","Nov-2020",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2020-12","Dic-2020",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2021-01","Gen-2021",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2021-02","Feb-2021",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2021-03","Mar-2021",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2021-04","Apr-2021",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","MAINTOFMAT","manutenzione e rip. macchine","2021-05","Mag-2021",0.1,,
