"ITTER107","Territorio","TIPO_DATO2","Tipo indice","PRODCONS_AGRI_A","Prodotti acquistati","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-01","Gen-2020",106.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-02","Feb-2020",106.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-03","Mar-2020",107.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-04","Apr-2020",106,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-05","Mag-2020",106.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-06","Giu-2020",107.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-07","Lug-2020",106.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-08","Ago-2020",107.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-09","Set-2020",106.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-10","Ott-2020",108.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-11","Nov-2020",111.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-12","Dic-2020",113.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-01","Gen-2021",111.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-02","Feb-2021",112.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-03","Mar-2021",111.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-04","Apr-2021",111.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-05","Mag-2021",110.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-06","Giu-2021",110.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-07","Lug-2021",111,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-08","Ago-2021",111.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-09","Set-2021",111.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-10","Ott-2021",111.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-11","Nov-2021",112,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-12","Dic-2021",111.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-01","Gen-2022",117.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-02","Feb-2022",118.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-03","Mar-2022",119.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-04","Apr-2022",120.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-05","Mag-2022",121.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-06","Giu-2022",121.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-07","Lug-2022",122.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-08","Ago-2022",122.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-09","Set-2022",122.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-10","Ott-2022",124.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-11","Nov-2022",124.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-12","Dic-2022",124.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-01","Gen-2023",126.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-02","Feb-2023",127.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-03","Mar-2023",128.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-04","Apr-2023",127.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-05","Mag-2023",127.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-06","Giu-2023",127.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-07","Lug-2023",127.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-08","Ago-2023",129.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-09","Set-2023",129.8,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-01","Gen-2020",-1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-02","Feb-2020",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-03","Mar-2020",1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-04","Apr-2020",-1.7,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-05","Mag-2020",0.8,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-06","Giu-2020",0.5,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-07","Lug-2020",-0.7,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-08","Ago-2020",0.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-09","Set-2020",-0.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-10","Ott-2020",1.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-11","Nov-2020",3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-12","Dic-2020",1.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-01","Gen-2021",-1.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-02","Feb-2021",0.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-03","Mar-2021",-0.7,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-04","Apr-2021",-0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-05","Mag-2021",-0.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-06","Giu-2021",0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-07","Lug-2021",0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-08","Ago-2021",0.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-09","Set-2021",0,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-10","Ott-2021",-0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-11","Nov-2021",0.8,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-12","Dic-2021",-0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-01","Gen-2022",5.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-02","Feb-2022",0.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-03","Mar-2022",1.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-04","Apr-2022",0.8,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-05","Mag-2022",1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-06","Giu-2022",-0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-07","Lug-2022",1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-08","Ago-2022",0,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-09","Set-2022",-0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-10","Ott-2022",1.4,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-11","Nov-2022",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-12","Dic-2022",0.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-01","Gen-2023",1.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-02","Feb-2023",1.1,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-03","Mar-2023",0.2,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-04","Apr-2023",-0.6,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-05","Mag-2023",0.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-06","Giu-2023",0,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-07","Lug-2023",0,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-08","Ago-2023",1.3,,
"IT","Italia","69","variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-09","Set-2023",0.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-01","Gen-2020",1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-02","Feb-2020",0.9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-03","Mar-2020",1.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-04","Apr-2020",-1.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-05","Mag-2020",1.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-06","Giu-2020",2.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-07","Lug-2020",1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-08","Ago-2020",1.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-09","Set-2020",0.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-10","Ott-2020",2.8,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-11","Nov-2020",5.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2020-12","Dic-2020",5.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-01","Gen-2021",4.8,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-02","Feb-2021",5.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-03","Mar-2021",3.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-04","Apr-2021",5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-05","Mag-2021",3.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-06","Giu-2021",3.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-07","Lug-2021",4.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-08","Ago-2021",3.8,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-09","Set-2021",4.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-10","Ott-2021",2.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-11","Nov-2021",0.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2021-12","Dic-2021",-1.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-01","Gen-2022",5.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-02","Feb-2022",5.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-03","Mar-2022",7.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-04","Apr-2022",8.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-05","Mag-2022",10,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-06","Giu-2022",9.7,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-07","Lug-2022",10.5,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-08","Ago-2022",10.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-09","Set-2022",10.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-10","Ott-2022",11.9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-11","Nov-2022",11.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2022-12","Dic-2022",11.3,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-01","Gen-2023",7.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-02","Feb-2023",8.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-03","Mar-2023",7.2,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-04","Apr-2023",5.6,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-05","Mag-2023",4.9,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-06","Giu-2023",5.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-07","Lug-2023",4.1,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-08","Ago-2023",5.4,,
"IT","Italia","70","variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","VEGETS","ortive","2023-09","Set-2023",5.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-01","Gen-2020",93.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-02","Feb-2020",93.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-03","Mar-2020",93.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-04","Apr-2020",93.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-05","Mag-2020",92.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-06","Giu-2020",92.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-07","Lug-2020",92.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-08","Ago-2020",92.3,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-09","Set-2020",92.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-10","Ott-2020",91.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-11","Nov-2020",91.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2020-12","Dic-2020",91.9,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-01","Gen-2021",93.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-02","Feb-2021",96.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-03","Mar-2021",98.6,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-04","Apr-2021",100.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-05","Mag-2021",101.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-06","Giu-2021",102.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-07","Lug-2021",104.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-08","Ago-2021",108.7,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-09","Set-2021",115.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-10","Ott-2021",131.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-11","Nov-2021",143.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2021-12","Dic-2021",148.4,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-01","Gen-2022",164.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-02","Feb-2022",165.8,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-03","Mar-2022",182.2,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-04","Apr-2022",187.1,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-05","Mag-2022",185.5,,
"IT","Italia","65","indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili","FERTIRSS","concimi e ammendanti","2022-06","Giu-2022",183.8,,
